screening_date,company,symbol,exchange,listing_board,sector,industry,current_price_inr,price_date,market_cap_inr_cr,market_cap_date,liquidity_metric_name,liquidity_value_inr_cr,liquidity_period,eligible_flag,exclusion_code,exclusion_reason,primary_archetype,classification_rationale,secondary_tags,technical_stage,technical_data_date,revenue_cagr_5y_pct,normalized_eps_cagr_5y_pct,latest_roce_or_roe_pct,median_roce_or_roe_5y_pct,net_debt_to_equity,cfo_pat_period,cfo_pat_ratio,preliminary_valuation_method,preliminary_valuation_value,preliminary_priority_score,inclusion_reason,key_disqualifying_risk,data_quality_confidence,primary_source_ids,secondary_source_ids,phase2_priority,phase2_questions,required_primary_documents,known_data_gaps
2026-08-11,Housing & Urban Development Corporation Ltd,HUDCO,NSE,Main Board,Financial Services,Financial Services,200.0,2026-08-10,39978.0,2026-08-10,3-month median daily traded value,45.401,13-week median of weekly traded value / 5,1,,,Financial compounder,ROE 20.0%; 5y EPS CAGR 21%,Earnings-upgrade candidate|Capex commissioning,Early Stage 1,2026-08-10,12.593707151058142,20.62563413162506,20.0,15.0,,Mar 2022-Mar 2026,,P/B vs ROE (preliminary),9.43,76.5,ROE 20.0%; 5y EPS CAGR 21%,None identified at Phase 1 depth,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,HUDCO-SCR-01|HUDCO-PXW-01,High,"Is ROE sustainable on current capital, and what dilution is required to fund growth? | What are GNPA/NNPA, provision coverage, and credit-cost trend through the cycle? | What is the funding franchise - cost of funds trajectory and liability mix?",Annual report asset-quality and capital-adequacy disclosures; quarterly investor presentation; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Ashiana Housing Ltd,ASHIANA,NSE,Main Board,Not disclosed,Not disclosed,384.0,2026-08-10,3862.0,2026-08-10,3-month median daily traded value,1.947,13-week median of weekly traded value / 5,1,,,High-growth company,3y revenue CAGR 41%; 3y EPS CAGR 63%,Governance risk|Earnings-upgrade candidate|Peak-cycle risk,Early Stage 2,2026-08-10,36.40998867942833,133.2221626160242,14.4,4.0,0.3760186263096624,Mar 2022-Mar 2026,3.0791666666666666,Trailing P/E vs 3-5y EPS CAGR (preliminary),32.8,76.5,3y revenue CAGR 41%; 3y EPS CAGR 63%,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ASHIANA-SCR-01|ASHIANA-PXW-01,High,"Is forward growth contracted/visible or extrapolated from a favourable base? | Do unit economics hold as mix shifts, and is growth funded without dilution? | How much of EPS growth is operating vs. below-the-line or tax-rate driven?",Last 4 quarterly results; latest investor presentation; earnings-call transcripts; annual report share-capital and ESOP notes,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Expleo Solutions Ltd,EXPLEOSOL,NSE,Main Board,Not disclosed,Not disclosed,833.0,2026-08-10,1297.0,2026-08-10,3-month median daily traded value,1.66,13-week median of weekly traded value / 5,1,,,Mature value/yield company,dividend yield 13.2%,Earnings-upgrade candidate|Operating-leverage inflection|Margin-recovery candidate|Governance risk,Early Stage 1,2026-08-10,29.776080353660905,10.180683883064523,24.2,24.0,0.010296010296010296,Mar 2022-Mar 2026,0.8015414258188824,Trailing P/E vs 3-5y EPS CAGR (preliminary),9.8,76.5,dividend yield 13.2%,Equity capital up 60% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,EXPLEOSOL-SCR-01|EXPLEOSOL-PXW-01,High,"Is the dividend covered by normalised FCF after maintenance capex, not by peak earnings? | What structural-decline risk exists in the core end-market? | Is management willing to keep returning capital, on what stated policy?",Annual report cash-flow statement and dividend policy; quarterly results; capex guidance,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,IIFL Capital Services Ltd,IIFLCAPS,NSE,Main Board,Financial Services,Financial Services,334.0,2026-08-10,10505.0,2026-08-10,3-month median daily traded value,15.702,13-week median of weekly traded value / 5,1,,,Financial compounder,ROE 20.2%; 5y EPS CAGR 20%,Regulatory catalyst|Governance risk|Earnings-upgrade candidate,Early Stage 1,2026-08-10,23.53894096479454,19.906872395128406,20.2,26.0,,Mar 2022-Mar 2026,,P/B vs ROE (preliminary),18.4,76.3,ROE 20.2%; 5y EPS CAGR 20%,None identified at Phase 1 depth,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,IIFLCAPS-SCR-01|IIFLCAPS-PXW-01,High,"Is ROE sustainable on current capital, and what dilution is required to fund growth? | What are GNPA/NNPA, provision coverage, and credit-cost trend through the cycle? | What is the funding franchise - cost of funds trajectory and liability mix?",Annual report asset-quality and capital-adequacy disclosures; quarterly investor presentation; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,AGI Greenpac Ltd,AGI,NSE,Main Board,Not disclosed,Not disclosed,721.0,2026-08-10,4654.0,2026-08-10,3-month median daily traded value,6.993,13-week median of weekly traded value / 5,1,,,High-growth company,3y EPS CAGR 74%; latest quarter revenue +23% YoY,Earnings-upgrade candidate|PEAD candidate,Early Stage 1,2026-08-10,6.1329617490261334,29.349207208573237,19.6,7.5,0.10012463647694225,Mar 2017-Mar 2026,1.7298474945533768,Trailing P/E vs 3-5y EPS CAGR (preliminary),12.7,76.0,3y EPS CAGR 74%; latest quarter revenue +23% YoY,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AGI-SCR-01|AGI-PXW-01,High,"Is forward growth contracted/visible or extrapolated from a favourable base? | Do unit economics hold as mix shifts, and is growth funded without dilution? | How much of EPS growth is operating vs. below-the-line or tax-rate driven?",Last 4 quarterly results; latest investor presentation; earnings-call transcripts; annual report share-capital and ESOP notes,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Sanghvi Movers Ltd,SANGHVIMOV,NSE,Main Board,Not disclosed,Not disclosed,511.0,2026-08-10,4422.0,2026-08-10,3-month median daily traded value,19.106,13-week median of weekly traded value / 5,1,,,High-growth company,3y revenue CAGR 47%; 3y EPS CAGR 84%; latest quarter revenue +67% YoY,Earnings-upgrade candidate|PEAD candidate,Mature/extended Stage 2,2026-08-10,,,15.6,15.5,0.5141113653699466,Mar 2023-Mar 2026,,Trailing P/E vs 3-5y EPS CAGR (preliminary),21.6,76.0,3y revenue CAGR 47%; 3y EPS CAGR 84%; latest quarter revenue +67% YoY,None identified at Phase 1 depth,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,SANGHVIMOV-SCR-01|SANGHVIMOV-PXW-01,High,"Is forward growth contracted/visible or extrapolated from a favourable base? | Do unit economics hold as mix shifts, and is growth funded without dilution? | How much of EPS growth is operating vs. below-the-line or tax-rate driven?",Last 4 quarterly results; latest investor presentation; earnings-call transcripts; annual report share-capital and ESOP notes,5y revenue CAGR not computable (short/loss-making history); 5y EPS CAGR not computable (negative or zero base year); cumulative CFO/PAT unavailable; nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Mayur Uniquoters Ltd,MAYURUNIQ,NSE,Main Board,Not disclosed,Not disclosed,779.0,2026-08-10,3378.0,2026-08-10,3-month median daily traded value,11.128,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 19%; 5y revenue CAGR 14%; 5y EPS CAGR 17%; cumulative CFO/PAT 0.81,Earnings-upgrade candidate|Operating-leverage inflection|PEAD candidate|Peak-cycle risk,Early Stage 2,2026-08-10,13.51723958961002,16.99789026522702,24.7,19.0,0.00706090026478376,Mar 2022-Mar 2026,0.8124054462934948,Trailing P/E vs 3-5y EPS CAGR (preliminary),16.3,75.9,5y median ROCE 19%; 5y revenue CAGR 14%; 5y EPS CAGR 17%; cumulative CFO/PAT 0.81,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,MAYURUNIQ-SCR-01|MAYURUNIQ-PXW-01,High,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Oil India Ltd,OIL,NSE,Main Board,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,454.0,2026-08-10,74198.0,2026-08-10,3-month median daily traded value,130.878,13-week median of weekly traded value / 5,1,,,Cyclical recovery,OPM 11.0pp below 5y peak; PAT 23% below 5y peak; quarterly OPM +8.0pp YoY - margin inflecting,Earnings-upgrade candidate|Capex commissioning|Operating-leverage inflection|Margin-recovery candidate|Debt-reduction story|Demerger/SOTP unlocking|Governance risk,Stage 3 distribution,2026-08-10,14.018746212924516,13.414079281679726,11.6,18.0,0.6461835548888774,Mar 2022-Mar 2026,1.4070102768456376,Trailing P/E vs 3-5y EPS CAGR (preliminary),8.89,75.7,OPM 11.0pp below 5y peak; PAT 23% below 5y peak; quarterly OPM +8.0pp YoY - margin inflecting,Equity capital up 50% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,OIL-SCR-01|OIL-PXW-01,High,"Where is the cycle versus mid-cycle margin, and what capacity is still being added industry-wide? | Is the improvement demand-led or a one-off inventory/input-cost effect? | Does the balance sheet survive another 4-6 quarters at trough spreads?",Annual report segment/realisation data; quarterly results; industry capacity data; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,EIH Ltd,EIHOTEL,NSE,Main Board,Consumer Services,Consumer Services,307.0,2026-08-10,19189.0,2026-08-10,3-month median daily traded value,5.671,13-week median of weekly traded value / 5,1,,,High-growth company,3y EPS CAGR 26%; latest quarter revenue +50% YoY,Earnings-upgrade candidate|Operating-leverage inflection,Stage 4 decline,2026-08-10,42.86441799813039,,20.7,21.0,0.04789053591790194,Mar 2022-Mar 2026,1.3360410431808465,Trailing P/E vs 3-5y EPS CAGR (preliminary),26.4,75.2,3y EPS CAGR 26%; latest quarter revenue +50% YoY,Technically in Stage 4 decline,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,EIHOTEL-SCR-01|EIHOTEL-PXW-01,High,"Is forward growth contracted/visible or extrapolated from a favourable base? | Do unit economics hold as mix shifts, and is growth funded without dilution? | How much of EPS growth is operating vs. below-the-line or tax-rate driven?",Last 4 quarterly results; latest investor presentation; earnings-call transcripts; annual report share-capital and ESOP notes,5y EPS CAGR not computable (negative or zero base year); nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Balaji Amines Ltd,BALAMINES,NSE,Main Board,Chemicals,Chemicals,2045.0,2026-08-10,6635.0,2026-08-10,3-month median daily traded value,50.28,13-week median of weekly traded value / 5,1,,,Cyclical recovery,OPM 10.0pp below 5y peak; PAT 60% below 5y peak; quarterly OPM +6.0pp YoY - margin inflecting,Earnings-upgrade candidate|Capex commissioning|Operating-leverage inflection|Margin-recovery candidate|PEAD candidate,Mature/extended Stage 2,2026-08-10,1.6424044816776728,-6.8333122514517175,11.0,17.0,0.0673076923076923,Mar 2022-Mar 2026,0.9732658959537572,Trailing P/E vs 3-5y EPS CAGR (preliminary),32.5,75.1,OPM 10.0pp below 5y peak; PAT 60% below 5y peak; quarterly OPM +6.0pp YoY - margin inflecting,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,BALAMINES-SCR-01|BALAMINES-PXW-01,High,"Where is the cycle versus mid-cycle margin, and what capacity is still being added industry-wide? | Is the improvement demand-led or a one-off inventory/input-cost effect? | Does the balance sheet survive another 4-6 quarters at trough spreads?",Annual report segment/realisation data; quarterly results; industry capacity data; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,NGL Fine Chem Ltd,NGLFINE,NSE,Main Board,Not disclosed,Not disclosed,3450.0,2026-08-10,2116.0,2026-08-10,3-month median daily traded value,3.641,13-week median of weekly traded value / 5,1,,,Capex operating-leverage candidate,CWIP 58% of net block - build in progress; OPM 15.0pp below 5y peak - absorption yet to come,Earnings-upgrade candidate|Capex commissioning|Operating-leverage inflection|Margin-recovery candidate|PEAD candidate,Mature/extended Stage 2,2026-08-10,14.194083679524194,-3.2300217604088965,18.6,19.0,0.3738601823708207,Mar 2022-Mar 2026,0.8,Trailing P/E vs 3-5y EPS CAGR (preliminary),39.8,74.9,CWIP 58% of net block - build in progress; OPM 15.0pp below 5y peak - absorption yet to come,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,NGLFINE-SCR-01|NGLFINE-PXW-01,High,"What exactly has been commissioned, on what date, and at what capex vs. original budget? | What demand evidence exists (orders, nominations, approvals, contracts) for the new capacity? | What are incremental EBITDA margin and incremental ROCE at 50/70/85% utilisation? | How do 6/12/18-month commissioning delays change FY+2 EPS and the debt schedule?",Capex announcements and Reg-30 intimations; annual report CWIP/fixed-asset schedule; investor presentation capacity slides; earnings-call transcripts; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Bank of Maharashtra,MAHABANK,NSE,Main Board,Financial Services,Financial Services,78.9,2026-08-10,60694.0,2026-08-10,3-month median daily traded value,88.485,13-week median of weekly traded value / 5,1,,,Financial compounder,ROE 22.6%; 5y EPS CAGR 60%,Demerger/SOTP unlocking|Peak-cycle risk|Governance risk|Value-trap risk,Early Stage 2,2026-08-10,19.794621944845293,59.99083946835968,22.6,20.0,,Mar 2022-Mar 2026,,P/B vs ROE (preliminary),8.06,74.4,ROE 22.6%; 5y EPS CAGR 60%,Promoter stake down 6.0pp over 4 quarters,Low,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,MAHABANK-SCR-01|MAHABANK-PXW-01,High,"Is ROE sustainable on current capital, and what dilution is required to fund growth? | What are GNPA/NNPA, provision coverage, and credit-cost trend through the cycle? | What is the funding franchise - cost of funds trajectory and liability mix?",Annual report asset-quality and capital-adequacy disclosures; quarterly investor presentation; credit-rating rationale,Other income >35% of PBT - EPS provisional; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Birla Corporation Ltd,BIRLACORPN,NSE,Main Board,Construction Materials,Construction Materials,899.0,2026-08-10,6921.0,2026-08-10,3-month median daily traded value,6.474,13-week median of weekly traded value / 5,1,,,High-growth company,3y EPS CAGR 140%; latest quarter revenue +29% YoY,Earnings-upgrade candidate|Operating-leverage inflection|Margin-recovery candidate|Debt-reduction story,Stage 4 decline,2026-08-10,7.3122945431264075,-2.4163183373928643,9.78,8.0,0.46042090970807875,Mar 2022-Mar 2026,3.5510799766491536,Trailing P/E vs 3-5y EPS CAGR (preliminary),12.4,74.4,3y EPS CAGR 140%; latest quarter revenue +29% YoY,Technically in Stage 4 decline,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,BIRLACORPN-SCR-01|BIRLACORPN-PXW-01,High,"Is forward growth contracted/visible or extrapolated from a favourable base? | Do unit economics hold as mix shifts, and is growth funded without dilution? | How much of EPS growth is operating vs. below-the-line or tax-rate driven?",Last 4 quarterly results; latest investor presentation; earnings-call transcripts; annual report share-capital and ESOP notes,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Coforge Ltd,COFORGE,NSE,Main Board,Information Technology,Information Technology,1800.0,2026-08-10,79771.0,2026-08-10,3-month median daily traded value,361.239,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 29%; 5y revenue CAGR 29%; 5y EPS CAGR 25%; cumulative CFO/PAT 1.13,Demerger/SOTP unlocking|Governance risk|Earnings-upgrade candidate|PEAD candidate|Peak-cycle risk,Early Stage 1,2026-08-10,28.603140399598637,25.234184704693675,23.5,29.0,0.07633427702631855,Mar 2022-Mar 2026,1.1348201727948564,Trailing P/E vs 3-5y EPS CAGR (preliminary),41.6,74.4,5y median ROCE 29%; 5y revenue CAGR 29%; 5y EPS CAGR 25%; cumulative CFO/PAT 1.13,None identified at Phase 1 depth,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,COFORGE-SCR-01|COFORGE-PXW-01,High,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Triveni Turbine Ltd,TRITURBINE,NSE,Main Board,Capital Goods,Capital Goods,634.0,2026-08-10,20161.0,2026-08-10,3-month median daily traded value,51.263,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 36%; 5y revenue CAGR 25%; 5y EPS CAGR 28%; cumulative CFO/PAT 0.83,Earnings-upgrade candidate,Early Stage 2,2026-08-10,25.412281357863222,28.252749570841807,35.9,36.0,0.024896265560165973,Mar 2022-Mar 2026,0.8319444444444445,Trailing P/E vs 3-5y EPS CAGR (preliminary),55.8,74.2,5y median ROCE 36%; 5y revenue CAGR 25%; 5y EPS CAGR 28%; cumulative CFO/PAT 0.83,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,TRITURBINE-SCR-01|TRITURBINE-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Newgen Software Technologies Ltd,NEWGEN,NSE,Main Board,Information Technology,Information Technology,563.0,2026-08-10,8019.0,2026-08-10,3-month median daily traded value,52.336,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 27%; 5y revenue CAGR 19%; 5y EPS CAGR 19%; cumulative CFO/PAT 0.83,Earnings-upgrade candidate|Operating-leverage inflection|Margin-recovery candidate|PEAD candidate|Governance risk,Early Stage 1,2026-08-10,18.521716555279767,18.5226171359268,25.0,27.0,0.021947101857062466,Mar 2022-Mar 2026,0.8329197684036393,Trailing P/E vs 3-5y EPS CAGR (preliminary),23.4,74.2,5y median ROCE 27%; 5y revenue CAGR 19%; 5y EPS CAGR 19%; cumulative CFO/PAT 0.83,Equity capital up 104% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,NEWGEN-SCR-01|NEWGEN-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Supreme Petrochem Ltd,SPLPETRO,NSE,Main Board,Chemicals,Chemicals,694.0,2026-08-10,13064.0,2026-08-10,3-month median daily traded value,3.929,13-week median of weekly traded value / 5,1,,,Mature value/yield company,dividend yield 1.5%; FCF positive in 5 of last 5 years,Earnings-upgrade candidate|Operating-leverage inflection|Peak-cycle risk,Early Stage 2,2026-08-10,30.432736119987847,82.7079896110873,,19.0,0.055952881783761045,Jun 2007-Mar 2026,1.021551724137931,Trailing P/E vs 3-5y EPS CAGR (preliminary),26.5,74.0,dividend yield 1.5%; FCF positive in 5 of last 5 years,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,SPLPETRO-SCR-01|SPLPETRO-PXW-01,Medium,"Is the dividend covered by normalised FCF after maintenance capex, not by peak earnings? | What structural-decline risk exists in the core end-market? | Is management willing to keep returning capital, on what stated policy?",Annual report cash-flow statement and dividend policy; quarterly results; capex guidance,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Force Motors Ltd,FORCEMOT,NSE,Main Board,Automobile and Auto Components,Automobile and Auto Components,18231.0,2026-08-10,24009.0,2026-08-10,3-month median daily traded value,164.466,13-week median of weekly traded value / 5,1,,,High-growth company,3y revenue CAGR 22%; 3y EPS CAGR 109%; latest quarter revenue +23% YoY,Peak-cycle risk,Mature Stage 1 base,2026-08-10,35.429600556913776,,36.1,24.0,0.0,Mar 2022-Mar 2026,1.5679214402618658,Trailing P/E vs 3-5y EPS CAGR (preliminary),21.8,73.8,3y revenue CAGR 22%; 3y EPS CAGR 109%; latest quarter revenue +23% YoY,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,FORCEMOT-SCR-01|FORCEMOT-PXW-01,Medium,"Is forward growth contracted/visible or extrapolated from a favourable base? | Do unit economics hold as mix shifts, and is growth funded without dilution? | How much of EPS growth is operating vs. below-the-line or tax-rate driven?",Last 4 quarterly results; latest investor presentation; earnings-call transcripts; annual report share-capital and ESOP notes,5y EPS CAGR not computable (negative or zero base year); nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Hindustan Copper Ltd,HINDCOPPER,NSE,Main Board,Metals & Mining,Metals & Mining,527.0,2026-08-10,50948.0,2026-08-10,3-month median daily traded value,168.712,13-week median of weekly traded value / 5,1,,,Capex operating-leverage candidate,CWIP 39% of net block - build in progress,Earnings-upgrade candidate|Capex commissioning|Operating-leverage inflection|Peak-cycle risk,Stage 3 distribution,2026-08-10,11.48817660225896,51.507917496174514,42.5,18.0,0.03320370924319473,Mar 2022-Mar 2026,1.739778534923339,Trailing P/E vs 3-5y EPS CAGR (preliminary),42.2,73.7,CWIP 39% of net block - build in progress,Technically in Stage 3 distribution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,HINDCOPPER-SCR-01|HINDCOPPER-PXW-01,Medium,"What exactly has been commissioned, on what date, and at what capex vs. original budget? | What demand evidence exists (orders, nominations, approvals, contracts) for the new capacity? | What are incremental EBITDA margin and incremental ROCE at 50/70/85% utilisation? | How do 6/12/18-month commissioning delays change FY+2 EPS and the debt schedule?",Capex announcements and Reg-30 intimations; annual report CWIP/fixed-asset schedule; investor presentation capacity slides; earnings-call transcripts; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,International Gemological Institute Limited,IGIL,NSE,Main Board,Services,Services,353.0,2026-08-10,15255.0,2026-08-10,3-month median daily traded value,21.492,13-week median of weekly traded value / 5,1,,,Cyclical recovery,OPM 11.0pp below 5y peak; quarterly OPM +6.0pp YoY - margin inflecting,Earnings-upgrade candidate|Operating-leverage inflection|Margin-recovery candidate,Early Stage 2,2026-08-10,,,69.2,113.5,0.0961021505376344,Dec 2022-Dec 2024,,Trailing P/E vs 3-5y EPS CAGR (preliminary),25.1,73.7,OPM 11.0pp below 5y peak; quarterly OPM +6.0pp YoY - margin inflecting,None identified at Phase 1 depth,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,IGIL-SCR-01|IGIL-PXW-01,Medium,"Where is the cycle versus mid-cycle margin, and what capacity is still being added industry-wide? | Is the improvement demand-led or a one-off inventory/input-cost effect? | Does the balance sheet survive another 4-6 quarters at trough spreads?",Annual report segment/realisation data; quarterly results; industry capacity data; credit-rating rationale,5y revenue CAGR not computable (short/loss-making history); 5y EPS CAGR not computable (negative or zero base year); cumulative CFO/PAT unavailable; nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Knowledge Marine & Engineering Works Ltd,KMEW,NSE,Main Board,Not disclosed,Not disclosed,2605.0,2026-08-10,6607.0,2026-08-10,3-month median daily traded value,24.777,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 25%; 5y revenue CAGR 51%; 5y EPS CAGR 59%; cumulative CFO/PAT 0.99,Governance risk|Earnings-upgrade candidate|Capex commissioning|PEAD candidate|Overvalued quality,Mature/extended Stage 2,2026-08-10,50.64169896392703,58.92549860172911,16.3,25.0,0.3894736842105263,Mar 2022-Mar 2026,0.9868995633187773,Trailing P/E vs 3-5y EPS CAGR (preliminary),83.8,73.6,5y median ROCE 25%; 5y revenue CAGR 51%; 5y EPS CAGR 59%; cumulative CFO/PAT 0.99,Promoter stake down 9.1pp over 4 quarters,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,KMEW-SCR-01|KMEW-PXW-01,Medium,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Jay Bharat Maruti Ltd,JAYBARMARU,NSE,Main Board,Not disclosed,Not disclosed,132.0,2026-08-10,1433.0,2026-08-10,3-month median daily traded value,15.005,13-week median of weekly traded value / 5,1,,,Event-driven or special situation,Delisting disclosed 20-May-2026 15:07:28,Regulatory catalyst|Earnings-upgrade candidate|PEAD candidate|Debt-reduction story|Peak-cycle risk|Governance risk,Early Stage 2,2026-08-10,11.219711744438875,39.750982193379826,16.6,10.0,0.7629310344827587,Mar 2022-Mar 2026,3.114391143911439,Trailing P/E vs 3-5y EPS CAGR (preliminary),10.4,73.5,Delisting disclosed 20-May-2026 15:07:28,Equity capital up 100% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,JAYBARMARU-SCR-01|JAYBARMARU-PXW-01,Medium,"What is the disclosed scheme/transaction structure, record date, and regulatory path? | What is the value in completed, delayed and cancelled scenarios, and the probability of each? | What is the downside if the event does not complete at all?",Scheme of arrangement / offer document; stock-exchange intimations; NCLT/SEBI filings; valuation report where disclosed,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,NSE,Main Board,Financial Services,Financial Services,1621.0,2026-08-10,30439.0,2026-08-10,3-month median daily traded value,24.46,13-week median of weekly traded value / 5,1,,,Financial compounder,ROE 17.5%; 5y EPS CAGR 24%,Earnings-upgrade candidate|Demerger/SOTP unlocking,Early Stage 1,2026-08-10,23.014612784339803,24.23475589865025,17.5,18.0,,Mar 2022-Mar 2026,,P/B vs ROE (preliminary),12.4,73.4,ROE 17.5%; 5y EPS CAGR 24%,None identified at Phase 1 depth,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,CHOLAHLDNG-SCR-01|CHOLAHLDNG-PXW-01,Medium,"Is ROE sustainable on current capital, and what dilution is required to fund growth? | What are GNPA/NNPA, provision coverage, and credit-cost trend through the cycle? | What is the funding franchise - cost of funds trajectory and liability mix?",Annual report asset-quality and capital-adequacy disclosures; quarterly investor presentation; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
